listing-location,price,bed,bath,listing-floorarea,harga_permeter_persegi,price_formatted,district,sub-district,area
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2250000000.0,3.0,3.0,135.0,16666667.0,"2,250,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",1350000000.0,2.0,1.0,60.0,14673913.0,"1,350,000,000",Pondok Aren,Pondok Aren,
"Jl. Komplek Alvita, Ciputat, Tangerang Selatan, Banten",2900000000.0,4.0,2.0,200.0,9666667.0,"2,900,000,000",Ciputat,Ciputat,
"Jl.Raya Puspitek, Babakan, Setu, Serpong, Tangerang Selatan, Banten",775000000.0,2.0,1.0,36.0,12916667.0,"775,000,000",Serpong,Serpong,Serpong
"Jl. Perumahan Reni Jaya, Pamulang, Tangerang Selatan, Banten",1200000000.0,2.0,2.0,100.0,4477612.0,"1,200,000,000",Pamulang,,Pamulang
"Villa Melati Mas Serpong Utara Tangsel, Serpong Utara, Tangerang Selatan, Banten",1700000000.0,3.0,4.0,160.0,14166667.0,"1,700,000,000",Serpong,Serpong Utara,Serpong
"Jl Kana 3 BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",5450000000.0,5.0,4.0,350.0,18166667.0,"5,450,000,000",Serpong,Lengkong Gudang,BSD
"Bintaro, Tangerang Selatan, Banten",5500000000.0,3.0,4.0,234.0,26190476.0,"5,500,000,000",,Bintaro,Bintaro
". Jl. GUNUNG RAYA, Ciputat Timur, Tangerang Selatan, Banten",2350000000.0,3.0,3.0,93.0,18800000.0,"2,350,000,000",Ciputat,Ciputat,
"Discovery bintaro sektor.9, Bintaro, Tangerang Selatan, Banten",5700000000.0,4.0,3.0,160.0,31666667.0,"5,700,000,000",,Bintaro,Bintaro
"Whellford Greenwich, BSD, Tangerang Selatan, Banten",1700000000.0,4.0,4.0,120.0,28333333.0,"1,700,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",1700000000.0,2.0,2.0,77.0,28333333.0,"1,700,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Tangerang Selatan, Banten",2200000000.0,2.0,2.0,77.0,26190476.0,"2,200,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Tangerang Selatan, Banten",4000000000.0,5.0,4.0,250.0,24691358.0,"4,000,000,000",Serpong,Serpong,Gading Serpong
"Pamulang, Tangerang Selatan, Banten",975000000.0,4.0,4.0,90.0,13000000.0,"975,000,000",Pamulang,,Pamulang
"Jl. Ambon Nusaloka, Serpong, Tangerang Selatan, Banten",1600000000.0,3.0,2.0,80.0,26666667.0,"1,600,000,000",Serpong,Serpong,Serpong
"Gading Serpong, Tangerang Selatan, Banten",1700000000.0,3.0,2.0,108.0,21250000.0,"1,700,000,000",Serpong,Serpong,Gading Serpong
"Jl. Betet I, Lingkar Timur RT 01/01, Serpong, Serpong, Tangerang Selatan, Banten",385000000.0,2.0,1.0,43.0,5202703.0,"385,000,000",Serpong,Serpong,Serpong
"Serpong Paradise, Pamulang, Tangerang Selatan, Banten",1140000000.0,3.0,2.0,78.0,19000000.0,"1,140,000,000",Pamulang,Serpong,Pamulang
"Cisauk, kec cisauk tangsel, Serpong, Tangerang Selatan, Banten",1259017000.0,3.0,3.0,89.0,17486347.0,"1,259,017,000",Serpong,Serpong,Serpong
"Jl. Pahlawan Raya, Ciputat Timur, Tangerang Selatan, Banten",3071000000.0,4.0,3.0,145.0,29247619.0,"3,071,000,000",Ciputat,Ciputat,
"Jl. BSD Boulevard Utara, Pagedangan, BSD, Tangerang Selatan, Banten",28048639490.0,6.0,9.0,760.0,50266379.0,"28,048,639,490",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",1795000000.0,3.0,2.0,74.0,32053571.0,"1,795,000,000",Serpong,Serpong,Gading Serpong
"Bintaro, Tangerang Selatan, Banten",3700000000.0,5.0,3.0,300.0,16818182.0,"3,700,000,000",,Bintaro,Bintaro
"Ciater BSD Serpong Tangerang Selatan, Serpong, Tangerang Selatan, Banten",1400000000.0,2.0,2.0,90.0,15555556.0,"1,400,000,000",Serpong,Serpong,BSD
"Graha Raya Cluster Anggrek Loka, Serpong Utara, Tangerang Selatan, Banten",1600000000.0,3.0,2.0,110.0,10000000.0,"1,600,000,000",Serpong,Serpong Utara,Serpong
"Jalan cendana rawakalong, Pamulang, Tangerang Selatan, Banten",400000000.0,2.0,1.0,45.0,6666667.0,"400,000,000",Pamulang,,Pamulang
"Jalan cendana rawakalong, Pamulang, Tangerang Selatan, Banten",500000000.0,2.0,1.0,48.0,6944444.0,"500,000,000",Pamulang,,Pamulang
"Bumi Foresta, BSD, Tangerang Selatan, Banten",19820480000.0,6.0,8.0,544.0,50821744.0,"19,820,480,000",,,BSD
"Jl. H. Risin - Pondok Jagung - Graha Raya Bintaro, Serpong Utara, Tangerang Selatan, Banten",890000000.0,2.0,1.0,53.0,10595238.0,"890,000,000",Serpong,Serpong Utara,Bintaro
"River Park - Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",7500000000.0,6.0,7.0,600.0,25000000.0,"7,500,000,000",,Bintaro,Bintaro
"Serpong, Tangerang Selatan, Banten",3400000000.0,4.0,4.0,250.0,12734082.0,"3,400,000,000",Serpong,Serpong,Serpong
"Gading Serpong, Tangerang Selatan, Banten",2049999999.9999998,3.0,3.0,90.0,17226891.0,"2,050,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Tangerang Selatan, Banten",2250000000.0,4.0,2.0,150.0,13888889.0,"2,250,000,000",Serpong,Serpong,Gading Serpong
"BSD, Tangerang Selatan, Banten",3500000000.0,4.0,4.0,171.0,25925926.0,"3,500,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1425000000.0,2.0,1.0,46.0,25446429.0,"1,425,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1385000000.0,2.0,1.0,45.0,28854167.0,"1,385,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",2000000000.0,4.0,4.0,168.0,17857143.0,"2,000,000,000",Serpong,Serpong,Gading Serpong
"Bintaro, Tangerang Selatan, Banten",3500000000.0,6.0,3.0,200.0,25925926.0,"3,500,000,000",,Bintaro,Bintaro
"Vila Dago Pamulang Blok C 7 No. 1 H, Pamulang, Tangerang Selatan, Banten",925000000.0,3.0,2.0,56.0,9840426.0,"925,000,000",Pamulang,,Pamulang
"Pondok Aren, Tangerang Selatan, Banten",1500000000.0,3.0,2.0,144.0,17857143.0,"1,500,000,000",Pondok Aren,Pondok Aren,
"Pondok Aren, Tangerang Selatan, Banten",1600000000.0,4.0,1.5,130.0,13913043.0,"1,600,000,000",Pondok Aren,Pondok Aren,
"., Bintaro, Tangerang Selatan, Banten",560500000.0,2.0,1.0,50.0,6227778.0,"560,500,000",,Bintaro,Bintaro
"Taman telaga golf - BSD, BSD, Tangerang Selatan, Banten",15000000000.0,6.0,8.0,800.0,23291925.0,"15,000,000,000",,,BSD
"Sutera Palmyra - Alam sutera, Alam Sutera, Tangerang Selatan, Banten",7200000000.0,9.0,5.0,500.0,19618529.0,"7,200,000,000",,,Alam Sutera
"Cipadu tangrang banten, Pondok Aren, Tangerang Selatan, Banten",1000000000.0,2.0,1.0,36.0,20000000.0,"1,000,000,000",Pondok Aren,Pondok Aren,
"Jln. Sutera gardenia - Alam sutera Tangsel, Alam Sutera, Tangerang Selatan, Banten",3100000000.0,5.0,3.0,145.0,19375000.0,"3,100,000,000",,,Alam Sutera
"Bintaro tengah dalam, Bintaro, Tangerang Selatan, Banten",3000000000.0,3.0,2.0,180.0,16666667.0,"3,000,000,000",,Bintaro,Bintaro
"Resident One, BSD, Tangerang Selatan, Banten",1950000000.0,4.0,3.0,150.0,18055556.0,"1,950,000,000",,,BSD
"Sutera Narada, Pakulonan, Alam Sutera, Tangerang Selatan, Banten",3958000000.0,4.0,3.0,135.0,37695238.0,"3,958,000,000",,,Alam Sutera
"BSD, Tangerang Selatan, Banten",1395000000.0,2.0,1.0,105.0,27900000.0,"1,395,000,000",,,BSD
"Bsd Kencanaloka Serpong, BSD, Tangerang Selatan, Banten",3600000000.0,5.0,4.0,250.0,13186813.0,"3,600,000,000",Serpong,Serpong,BSD
"Green park Pamulang dekat Bsd, Pamulang, Tangerang Selatan, Banten",1290000000.0,4.0,3.0,125.0,17916667.0,"1,290,000,000",Pamulang,,BSD
"Pondok Cabe, Pamulang, Tangerang Selatan, Banten",1000000000.0,3.0,2.0,115.0,10526316.0,"1,000,000,000",Pamulang,,Pamulang
"Bsd Nusaloka Serpong, BSD, Tangerang Selatan, Banten",1925000000.0,4.0,3.0,130.0,19642857.0,"1,925,000,000",Serpong,Serpong,BSD
"Cipadu tangerang selatan banten, Pondok Aren, Tangerang Selatan, Banten",1000000000.0,2.0,1.0,36.0,20000000.0,"1,000,000,000",Pondok Aren,Pondok Aren,
"Jl. Kepodang, Bintaro, Tangerang Selatan, Banten",1675000000.0,4.0,3.0,100.0,18611111.0,"1,675,000,000",,Bintaro,Bintaro
"Jalan Dahlia Bukit Nusa Indah, Ciputat, Tangerang Selatan, Banten",1500000000.0,3.0,3.0,200.0,13043478.0,"1,500,000,000",Ciputat,Ciputat,
"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",5600000000.0,5.0,4.0,249.0,27450980.0,"5,600,000,000",,Bintaro,Bintaro
"Jl. Raya Gotong Royong, Serpong, Tangerang Selatan, Banten",516900000.0,3.0,1.0,40.0,7952308.0,"516,900,000",Serpong,Serpong,Serpong
"Jalan Malibu Village Gading Serpong BSD, Gading Serpong, Tangerang Selatan, Banten",1665000000.0,2.0,2.0,63.0,41625000.0,"1,665,000,000",Serpong,Serpong,BSD
"Jl. Pahlawan Seribu, Serpong, Tangerang, Serpong, Tangerang Selatan, Banten",436000000.0,3.0,1.0,50.0,4844444.0,"436,000,000",Serpong,Serpong,Serpong
"Jalan ILLAGO Boulevard Raya Gading Serpong BSD, Gading Serpong, Tangerang Selatan, Banten",12758000000.0,6.0,5.0,432.0,42526667.0,"12,758,000,000",Serpong,Serpong,BSD
"Jalan Boulevard Gading Serpong, Serpong, Tangerang Selatan, Banten",1105200000.0,2.0,2.0,61.0,23025000.0,"1,105,200,000",Serpong,Serpong,Gading Serpong
"Cluster Elista Village Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",1900000000.0,3.0,3.0,81.0,21590909.0,"1,900,000,000",Serpong,Serpong,Gading Serpong
"Nara Village, Jalan Proklamasi, Gading Serpong, Tangerang, Gading Serpong, Tangerang Selatan, Banten",6580000000.0,4.0,4.0,149.0,24552239.0,"6,580,000,000",Serpong,Serpong,Gading Serpong
"Cluster Omaha Village Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2420000000.0,3.0,3.0,120.0,25208333.0,"2,420,000,000",Serpong,Serpong,Gading Serpong
"Jalan Illago Boulevard Gading Serpong, Serpong, Tangerang Selatan, Banten",2450000000.0,3.0,3.0,120.0,25520833.0,"2,450,000,000",Serpong,Serpong,Gading Serpong
"Bintaro sektor 7 area. Tangerang selatan, Bintaro, Tangerang Selatan, Banten",977000000.0,3.0,2.0,72.0,13569444.0,"977,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",6200000000.0,4.0,3.0,240.0,24313725.0,"6,200,000,000",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",8500000000.0,3.0,3.0,330.0,30797101.0,"8,500,000,000",Serpong,Serpong,Gading Serpong
"Bintaro, Tangerang Selatan, Banten",5000000000.0,5.0,4.0,300.0,25000000.0,"5,000,000,000",,Bintaro,Bintaro
"Perum. Taman Edelweis Blok U4 No. 20 Lengkong, Serpong, Tangerang Selatan, Banten",4500000000.0,5.0,4.0,158.0,12000000.0,"4,500,000,000",Serpong,Serpong,Serpong
"Jl. Mandar XIV, Bintaro, Tangerang Selatan, Banten",7500000000.0,8.0,4.0,580.0,9433962.0,"7,500,000,000",,Bintaro,Bintaro
". Jl. Cipunegara No.99, Ciputat, Tangerang Selatan, Banten",1380000000.0,3.0,2.0,74.0,17692308.0,"1,380,000,000",Ciputat,Ciputat,
"Bintaro, Bintaro, Tangerang Selatan, Banten",1950000000.0,4.0,3.0,120.0,24375000.0,"1,950,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",10000000000.0,2.0,1.0,465.0,4454343.0,"10,000,000,000",Ciputat,Ciputat,
"Kebayoran Residence Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",5750000000.0,5.0,4.0,249.0,28186275.0,"5,750,000,000",,Bintaro,Bintaro
"Sudimara Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",850000000.0,3.0,2.0,50.0,13076923.0,"850,000,000",Pondok Aren,Pondok Aren,
"Foresta Naturale Bsd City, BSD, Tangerang Selatan, Banten",1500000000.0,5.0,5.0,96.0,17857143.0,"1,500,000,000",,,BSD
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",4200000000.0,5.0,4.0,220.0,28000000.0,"4,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4700000000.0,4.0,4.0,295.0,14733542.0,"4,700,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2350000000.0,3.0,3.0,96.0,27976190.0,"2,350,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,5.0,4.0,500.0,18333333.0,"5,500,000,000",,Bintaro,Bintaro
"Jln Grand Boulevard BSD City Lengkong Pagedangan, BSD, Tangerang Selatan, Banten",60256000000.0,5.0,4.0,635.0,63898197.0,"60,256,000,000",,,BSD
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",8500000000.0,4.0,4.0,344.0,29109589.0,"8,500,000,000",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",3800000000.0,5.0,4.0,158.0,29687500.0,"3,800,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Tangerang Selatan, Banten",1500000000.0,3.0,2.0,68.0,20833333.0,"1,500,000,000",Serpong,Serpong,Gading Serpong
"Pondok Aren, Tangerang Selatan, Banten",7500000000.0,5.0,6.0,500.0,8417508.0,"7,500,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",3200000000.0,4.0,4.0,120.0,24242424.0,"3,200,000,000",,Bintaro,Bintaro
"Cihuni, Kabupaten Tangerang, Banten, BSD, Tangerang Selatan, Banten",2600000008.0,4.0,3.0,90.0,57777778.0,"2,600,000,008",,,BSD
"Jl. Salak raya jelupang, BSD, Tangerang Selatan, Banten",900000000.0,4.0,2.0,140.0,12000000.0,"900,000,000",,,BSD
"Medang, Kabupaten Tangerang, Banten, BSD, Tangerang Selatan, Banten",2400000011.0,3.0,2.0,92.0,28571429.0,"2,400,000,011",,,BSD
"BSD, Tangerang Selatan, Banten",3200000000.0,4.0,3.0,128.0,19753086.0,"3,200,000,000",,,BSD
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2500000000.0,3.0,2.0,117.0,23809524.0,"2,500,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",4250000000.0,5.0,5.0,200.0,15740741.0,"4,250,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",10320000000.0,4.0,3.0,432.0,34400000.0,"10,320,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Tangerang Selatan, Banten",1900000000.0,3.0,2.0,137.0,19791667.0,"1,900,000,000",Serpong,Serpong,Gading Serpong
"Jl.dlatinos bsd city, BSD, Tangerang Selatan, Banten",14000000000.0,6.0,8.0,725.0,35087719.0,"14,000,000,000",,,BSD
"Discovery bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2750000000.0,3.0,2.0,117.0,26190476.0,"2,750,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",11000000000.0,7.0,3.0,750.0,12101210.0,"11,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4550000000.0,3.0,3.0,203.0,14444444.0,"4,550,000,000",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",10320000000.0,4.0,3.0,342.0,43000000.0,"10,320,000,000",Serpong,Serpong,Gading Serpong
"Layton at Navapark BSD, BSD, Tangerang Selatan, Banten",16274700000.0,6.0,8.0,463.0,54249000.0,"16,274,700,000",,,BSD
"BSD, Tangerang Selatan, Banten",5500000000.0,4.0,4.0,300.0,17187500.0,"5,500,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",4600000000.0,5.0,3.0,380.0,16428571.0,"4,600,000,000",,,BSD
"Virginia Village, Bintaro, Tangerang Selatan, Banten",800000009.0,2.0,1.0,41.0,25806452.0,"800,000,009",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",6000000000.0,5.0,4.0,208.0,37037037.0,"6,000,000,000",Serpong,Serpong,Gading Serpong
"Serpong Utara, Tangerang Selatan, Banten",1595000000.0,4.0,3.0,120.0,17722222.0,"1,595,000,000",Serpong,Serpong Utara,Serpong
"Perempatan Duren, Ciputat Timur, Tangerang Selatan, Banten",1446000000.0,2.0,2.0,72.0,20083333.0,"1,446,000,000",Ciputat,Ciputat,
"Ciputat Timur, Tangerang Selatan, Banten",1050000000.0,3.0,2.0,130.0,11666667.0,"1,050,000,000",Ciputat,Ciputat,
"depark, BSD, Tangerang Selatan, Banten",20000000000.0,5.0,4.0,800.0,41666667.0,"20,000,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",5000000000.0,5.0,4.0,400.0,20000000.0,"5,000,000,000",,Bintaro,Bintaro
"sawah baru, Bintaro, Tangerang Selatan, Banten",2500000000.0,3.0,3.0,93.0,23148148.0,"2,500,000,000",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",8435000000.000001,4.0,3.0,229.0,42175000.0,"8,435,000,000",Serpong,Serpong,Gading Serpong
"GO HOME RESIDENCE - TANGERANG, Ciputat, Tangerang Selatan, Banten",1800000091.0,4.0,4.0,125.0,15652175.0,"1,800,000,091",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",3299000000.0,4.0,3.0,134.0,27491667.0,"3,299,000,000",,Bintaro,Bintaro
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",4900000000.0,6.0,6.0,270.0,36296296.0,"4,900,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",4500000000.0,5.0,5.0,287.0,17307692.0,"4,500,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2700000000.0,3.0,2.0,117.0,25714286.0,"2,700,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,5.0,5.0,350.0,23206751.0,"5,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4000000000.0,4.0,3.0,208.0,19047619.0,"4,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3600000000.0,3.0,3.0,155.0,16000000.0,"3,600,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3600000000.0,5.0,4.0,150.0,26666667.0,"3,600,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",600000400.0,3.0,2.0,55.0,10000007.0,"600,000,400",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,5.0,4.0,200.0,17857143.0,"5,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5600000000.0,4.0,3.0,200.0,18181818.0,"5,600,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4300000000.0,5.0,6.0,270.0,19111111.0,"4,300,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2750000000.0,3.0,2.0,88.0,32738095.0,"2,750,000,000",,Bintaro,Bintaro
"Serpong, Tangerang Selatan, Banten",2700000000.0,3.0,3.0,200.0,16875000.0,"2,700,000,000",Serpong,Serpong,Serpong
"Bintaro, Tangerang Selatan, Banten",1850000000.0,3.0,2.0,80.0,15416667.0,"1,850,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",9000000000.0,7.0,5.0,550.0,22222222.0,"9,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3600000000.0,5.0,4.0,220.0,22500000.0,"3,600,000,000",,Bintaro,Bintaro
"JL.Kihajardewantara kampung sawah ciputat tangsel, Ciputat, Tangerang Selatan, Banten",1440000000.0,3.0,3.0,90.0,14845361.0,"1,440,000,000",Ciputat,Ciputat,
"Jl.kihajar dewantara kampung sawah ciputat, Bintaro, Tangerang Selatan, Banten",1400000000.0,3.0,3.0,1.0,14141414.0,"1,400,000,000",Ciputat,Ciputat,Bintaro
". Jl. KH. Dewantara Kp. Sawah Lama, Ciputat, Tangerang Selatan, Banten",1000000000.0,3.0,1.0,50.0,10101010.0,"1,000,000,000",Ciputat,Ciputat,
"Jl. Raya Bojong Sari Sawangan - Depok, BSD, Tangerang Selatan, Banten",1000000000.0,3.0,4.0,105.0,10526316.0,"1,000,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",8250000000.0,6.0,4.0,310.0,34663866.0,"8,250,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",6750000000.0,6.0,5.0,500.0,22500000.0,"6,750,000,000",,Bintaro,Bintaro
"Virginia Village, BSD, Tangerang Selatan, Banten",800000006.0,2.0,1.0,41.0,25806452.0,"800,000,006",,,BSD
"BSD, Tangerang Selatan, Banten",10500000000.0,4.0,6.0,358.0,52500000.0,"10,500,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2900000000.0,3.0,2.0,250.0,22137405.0,"2,900,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3000000000.0,4.0,3.0,72.0,17341040.0,"3,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3500000000.0,4.0,3.0,135.0,29166667.0,"3,500,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",9000000000.0,3.0,1.0,285.0,31468531.0,"9,000,000,000",,,BSD
"gading serpong, Pondok Aren, Tangerang Selatan, Banten",839000000.0,2.0,2.0,53.0,20975000.0,"839,000,000",Pondok Aren,Pondok Aren,Gading Serpong
"Ciputat, Tangerang Selatan, Banten",2250000000.0,7.0,7.0,200.0,10465116.0,"2,250,000,000",Ciputat,Ciputat,
"Ciputat Timur, Tangerang Selatan, Banten",1650000000.0,2.0,3.0,80.0,21710526.0,"1,650,000,000",Ciputat,Ciputat,
"Buaran Kodiklat TNI, Serpong Utara, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,69.0,17567568.0,"1,300,000,000",Serpong,Serpong Utara,Serpong
"Setu, Tangerang Selatan, Banten",3500000000.0,5.0,4.0,320.0,17500000.0,"3,500,000,000",Setu,,
"Ciputat Timur, Tangerang Selatan, Banten",3500000000.0,4.0,4.0,200.0,17500000.0,"3,500,000,000",Ciputat,Ciputat,
"Buaran Serpong., BSD, Tangerang Selatan, Banten",1300000000.0,3.0,3.0,69.0,17567568.0,"1,300,000,000",Serpong,Serpong,BSD
"Buaran Serpong Tangerang Selatan, Gading Serpong, Tangerang Selatan, Banten",1100000000.0,3.0,3.0,61.0,13750000.0,"1,100,000,000",Serpong,Serpong,Gading Serpong
"Buaran Serpong Tangerang Selatan, Setu, Tangerang Selatan, Banten",1100000000.0,3.0,3.0,61.0,13750000.0,"1,100,000,000",Serpong,Serpong,Serpong
"Bintaro, Tangerang Selatan, Banten",6900000000.0,4.0,5.0,350.0,30666667.0,"6,900,000,000",,Bintaro,Bintaro
"Buaran Kodiklat TNI, BSD, Tangerang Selatan, Banten",1100000000.0,3.0,3.0,80.0,18032787.0,"1,100,000,000",,,BSD
"Buaran Serpong, Serpong, Tangerang Selatan, Banten",1387100000.0,3.0,3.0,80.0,16915854.0,"1,387,100,000",Serpong,Serpong,Serpong
"Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",670000000.0,2.0,1.0,36.0,13400000.0,"670,000,000",Ciputat,Ciputat,
"Serpong Utara, Tangerang Selatan, Banten",3400000000.0,5.0,4.0,150.0,16585366.0,"3,400,000,000",Serpong,Serpong Utara,Serpong
"Lavintage, BSD, Tangerang Selatan, Banten",3300000000.0,4.0,3.0,237.0,16500000.0,"3,300,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",1180000000.0,2.0,2.0,100.0,12291667.0,"1,180,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,92.0,13978495.0,"1,300,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4200000000.0,5.0,5.0,250.0,10632911.0,"4,200,000,000",,Bintaro,Bintaro
"Bintaro jaya, Bintaro, Tangerang Selatan, Banten",6500000000.0,6.0,5.0,300.0,25490196.0,"6,500,000,000",,Bintaro,Bintaro
"gading serpong, Pondok Aren, Tangerang Selatan, Banten",2500000000.0,3.0,3.0,118.0,25510204.0,"2,500,000,000",Pondok Aren,Pondok Aren,Gading Serpong
"Ciputat, Tangerang Selatan, Banten",1500000000.0,5.0,2.0,110.0,6818182.0,"1,500,000,000",Ciputat,Ciputat,
"Cihuni, Kec. Pagedangan, Tangerang, Banten 15332, BSD, Tangerang Selatan, Banten",2911111900.0,3.0,2.0,132.0,25992071.0,"2,911,111,900",,,BSD
"Bintaro, Tangerang Selatan, Banten",3300000000.0,4.0,3.0,129.0,22147651.0,"3,300,000,000",,Bintaro,Bintaro
"gading serpong, BSD, Tangerang Selatan, Banten",2900000000.0,3.0,2.0,132.0,25892857.0,"2,900,000,000",Serpong,Serpong,BSD
"BSD, Tangerang Selatan, Banten",14430000000.0,5.0,7.0,485.0,54659091.0,"14,430,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2700000000.0,5.0,5.0,200.0,20769231.0,"2,700,000,000",,Bintaro,Bintaro
"Delatinos BSD City, BSD, Tangerang Selatan, Banten",1850000000.0,3.0,3.0,100.0,16517857.0,"1,850,000,000",,,BSD
"Villa Melati Mas, Serpong, Tangerang Selatan, Banten",1800000000.0,4.0,5.0,160.0,15000000.0,"1,800,000,000",Serpong,Serpong,Serpong
"A9, BSD, Tangerang Selatan, Banten",7000000000.0,4.0,4.0,315.0,21212121.0,"7,000,000,000",,,BSD
"Cluster Caspia, BSD, Tangerang Selatan, Banten",5000000000.0,5.0,4.0,300.0,23364486.0,"5,000,000,000",,,BSD
"Medang, Kabupaten Tangerang, Banten, Serpong, Tangerang Selatan, Banten",2333784944.0,3.0,2.0,92.0,27783154.0,"2,333,784,944",Serpong,Serpong,Serpong
"Alam Sutera, Tangerang Selatan, Banten",6000000000.0,4.0,3.0,269.0,25000000.0,"6,000,000,000",,,Alam Sutera
"Jalan Palapa, Ciputat, Tangerang Selatan, Banten",1040000000.0,3.0,2.0,95.0,14444444.0,"1,040,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",3750000000.0,4.0,5.0,350.0,28625954.0,"3,750,000,000",,Bintaro,Bintaro
